Year;Week;Week Ending;typecode;Commodity;CSX
2018;9;3.03.2018;18;Iron & Steel Scrap;1262
2018;9;3.03.2018;19;Waste & Nonferrous Scrap;2501
2018;9;3.03.2018;20;All Other Carloads;923
2018;9;3.03.2018;C;Containers;52812
2018;9;3.03.2018;T;Trailers;2036
2018;8;24.02.2018;01;Grain;2301
2018;8;24.02.2018;02;Farm Products (ex. Grain);253
2018;8;24.02.2018;03;Metallic ores;555
2018;8;24.02.2018;04;Coal;16354
2018;8;24.02.2018;05;Crushed Stone, Sand & Gravel;4089
2018;8;24.02.2018;06;Phosphate Rock;2936
2018;8;24.02.2018;07;Grain Mill Products;2025
2018;8;24.02.2018;08;Food Products;2136
2018;8;24.02.2018;09;Primary Forest Products;548
2018;8;24.02.2018;10;Lumber & Wood Products;1127
2018;8;24.02.2018;11;Pulp & Paper Products;2951
2018;8;24.02.2018;12;Chemicals;8992
2018;8;24.02.2018;13;Petroleum & Petroleum Products;3001
2018;8;24.02.2018;14;Stone, Clay & Glass Products;2183
2018;8;24.02.2018;15;Coke;1036
2018;8;24.02.2018;16;Primary Metal Products;2927
2018;8;24.02.2018;17;Automotive;8763
2018;8;24.02.2018;18;Iron & Steel Scrap;1328
2018;8;24.02.2018;19;Waste & Nonferrous Scrap;2305
2018;8;24.02.2018;20;All Other Carloads;1105
2018;8;24.02.2018;C;Containers;51998
2018;8;24.02.2018;T;Trailers;2075
2018;7;17.02.2018;01;Grain;2864
2018;7;17.02.2018;02;Farm Products (ex. Grain);182
2018;7;17.02.2018;03;Metallic ores;789
2018;7;17.02.2018;04;Coal;14120
2018;7;17.02.2018;05;Crushed Stone, Sand & Gravel;4454
2018;7;17.02.2018;06;Phosphate Rock;2821
2018;7;17.02.2018;07;Grain Mill Products;2101
2018;7;17.02.2018;08;Food Products;1953
2018;7;17.02.2018;09;Primary Forest Products;530
2018;7;17.02.2018;10;Lumber & Wood Products;973
2018;7;17.02.2018;11;Pulp & Paper Products;2730
2018;7;17.02.2018;12;Chemicals;10685
2018;7;17.02.2018;13;Petroleum & Petroleum Products;3180
2018;7;17.02.2018;14;Stone, Clay & Glass Products;2171
2018;7;17.02.2018;15;Coke;989
2018;7;17.02.2018;16;Primary Metal Products;2909
2018;7;17.02.2018;17;Automotive;9073
2018;7;17.02.2018;18;Iron & Steel Scrap;1271
2018;7;17.02.2018;19;Waste & Nonferrous Scrap;2362
2018;7;17.02.2018;20;All Other Carloads;1075
2018;7;17.02.2018;C;Containers;52368
2018;7;17.02.2018;T;Trailers;2061
2018;6;10.02.2018;01;Grain;1913
2018;6;10.02.2018;02;Farm Products (ex. Grain);234
2018;6;10.02.2018;03;Metallic ores;576
2018;6;10.02.2018;04;Coal;15203
2018;6;10.02.2018;05;Crushed Stone, Sand & Gravel;3700
2018;6;10.02.2018;06;Phosphate Rock;3051
2018;6;10.02.2018;07;Grain Mill Products;2062
2018;6;10.02.2018;08;Food Products;2060
2018;6;10.02.2018;09;Primary Forest Products;471
2018;6;10.02.2018;10;Lumber & Wood Products;1015
2018;6;10.02.2018;11;Pulp & Paper Products;2691
2018;6;10.02.2018;12;Chemicals;10000
2018;6;10.02.2018;13;Petroleum & Petroleum Products;2696
2018;6;10.02.2018;14;Stone, Clay & Glass Products;2212
2018;6;10.02.2018;15;Coke;1142
2018;6;10.02.2018;16;Primary Metal Products;2724
2018;6;10.02.2018;17;Automotive;9187
2018;6;10.02.2018;18;Iron & Steel Scrap;1224
2018;6;10.02.2018;19;Waste & Nonferrous Scrap;2175
2018;6;10.02.2018;20;All Other Carloads;1382
2018;6;10.02.2018;C;Containers;50866
2018;6;10.02.2018;T;Trailers;2074
2018;5;3.02.2018;01;Grain;3280
2018;5;3.02.2018;02;Farm Products (ex. Grain);305
2018;5;3.02.2018;03;Metallic ores;409
2018;5;3.02.2018;04;Coal;16080
2018;5;3.02.2018;05;Crushed Stone, Sand & Gravel;3984
2018;5;3.02.2018;06;Phosphate Rock;2697
2018;5;3.02.2018;07;Grain Mill Products;1965
2018;5;3.02.2018;08;Food Products;2017
2018;5;3.02.2018;09;Primary Forest Products;659
2018;5;3.02.2018;10;Lumber & Wood Products;1163
2018;5;3.02.2018;11;Pulp & Paper Products;3012
2018;5;3.02.2018;12;Chemicals;9713
2018;5;3.02.2018;13;Petroleum & Petroleum Products;3111
2018;5;3.02.2018;14;Stone, Clay & Glass Products;2105
2018;5;3.02.2018;15;Coke;1030
2018;5;3.02.2018;16;Primary Metal Products;2954
2018;5;3.02.2018;17;Automotive;8729
2018;5;3.02.2018;18;Iron & Steel Scrap;1161
2018;5;3.02.2018;19;Waste & Nonferrous Scrap;2371
2018;5;3.02.2018;20;All Other Carloads;1233
2018;5;3.02.2018;C;Containers;54811
2018;5;3.02.2018;T;Trailers;2268
2018;4;27.01.2018;01;Grain;2550
2018;4;27.01.2018;02;Farm Products (ex. Grain);302
2018;4;27.01.2018;03;Metallic ores;592
2018;4;27.01.2018;04;Coal;16155
2018;4;27.01.2018;05;Crushed Stone, Sand & Gravel;4552
2018;4;27.01.2018;06;Phosphate Rock;2551
2018;4;27.01.2018;07;Grain Mill Products;2263
2018;4;27.01.2018;08;Food Products;2159
2018;4;27.01.2018;09;Primary Forest Products;616
2018;4;27.01.2018;10;Lumber & Wood Products;1141
2018;4;27.01.2018;11;Pulp & Paper Products;2881
2018;4;27.01.2018;12;Chemicals;9705
2018;4;27.01.2018;13;Petroleum & Petroleum Products;3080
2018;4;27.01.2018;14;Stone, Clay & Glass Products;2091
2018;4;27.01.2018;15;Coke;893
2018;4;27.01.2018;16;Primary Metal Products;3042
2018;4;27.01.2018;17;Automotive;9465
2018;4;27.01.2018;18;Iron & Steel Scrap;1172
2018;4;27.01.2018;19;Waste & Nonferrous Scrap;2587
2018;4;27.01.2018;20;All Other Carloads;1453
2018;4;27.01.2018;C;Containers;52674
2018;4;27.01.2018;T;Trailers;2201
2018;3;20.01.2018;01;Grain;2955
2018;3;20.01.2018;02;Farm Products (ex. Grain);307
2018;3;20.01.2018;03;Metallic ores;559
2018;3;20.01.2018;04;Coal;14622
2018;3;20.01.2018;05;Crushed Stone, Sand & Gravel;2964
2018;3;20.01.2018;06;Phosphate Rock;2331
2018;3;20.01.2018;07;Grain Mill Products;1714
2018;3;20.01.2018;08;Food Products;1836
2018;3;20.01.2018;09;Primary Forest Products;535
2018;3;20.01.2018;10;Lumber & Wood Products;999
2018;3;20.01.2018;11;Pulp & Paper Products;2801
2018;3;20.01.2018;12;Chemicals;9180
2018;3;20.01.2018;13;Petroleum & Petroleum Products;3226
2018;3;20.01.2018;14;Stone, Clay & Glass Products;1820
2018;3;20.01.2018;15;Coke;652
2018;3;20.01.2018;16;Primary Metal Products;2450
2018;3;20.01.2018;17;Automotive;7197
2018;3;20.01.2018;18;Iron & Steel Scrap;1083
2018;3;20.01.2018;19;Waste & Nonferrous Scrap;2167
2018;3;20.01.2018;20;All Other Carloads;1405
2018;3;20.01.2018;C;Containers;49029
2018;3;20.01.2018;T;Trailers;2197
2018;2;13.01.2018;01;Grain;2696
2018;2;13.01.2018;02;Farm Products (ex. Grain);314
2018;2;13.01.2018;03;Metallic ores;696
2018;2;13.01.2018;04;Coal;10961
2018;2;13.01.2018;05;Crushed Stone, Sand & Gravel;3692
2018;2;13.01.2018;06;Phosphate Rock;3040
2018;2;13.01.2018;07;Grain Mill Products;2033
2018;2;13.01.2018;08;Food Products;2059
2018;2;13.01.2018;09;Primary Forest Products;471
2018;2;13.01.2018;10;Lumber & Wood Products;855
2018;2;13.01.2018;11;Pulp & Paper Products;2717
2018;2;13.01.2018;12;Chemicals;10409
2018;2;13.01.2018;13;Petroleum & Petroleum Products;2820
2018;2;13.01.2018;14;Stone, Clay & Glass Products;1815
2018;2;13.01.2018;15;Coke;790
2018;2;13.01.2018;16;Primary Metal Products;2373
2018;2;13.01.2018;17;Automotive;7843
2018;2;13.01.2018;18;Iron & Steel Scrap;1187
2018;2;13.01.2018;19;Waste & Nonferrous Scrap;2306
2018;2;13.01.2018;20;All Other Carloads;1026
2018;2;13.01.2018;C;Containers;49648
2018;2;13.01.2018;T;Trailers;2393
2018;1;6.01.2018;01;Grain;2154
2018;1;6.01.2018;02;Farm Products (ex. Grain);165
2018;1;6.01.2018;03;Metallic ores;737
2018;1;6.01.2018;04;Coal;10251
2018;1;6.01.2018;05;Crushed Stone, Sand & Gravel;1769
2018;1;6.01.2018;06;Phosphate Rock;2995
2018;1;6.01.2018;07;Grain Mill Products;1584
2018;1;6.01.2018;08;Food Products;1881
2018;1;6.01.2018;09;Primary Forest Products;358
2018;1;6.01.2018;10;Lumber & Wood Products;820
2018;1;6.01.2018;11;Pulp & Paper Products;2627
2018;1;6.01.2018;12;Chemicals;8395
2018;1;6.01.2018;13;Petroleum & Petroleum Products;2917
2018;1;6.01.2018;14;Stone, Clay & Glass Products;1650
2018;1;6.01.2018;15;Coke;936
2018;1;6.01.2018;16;Primary Metal Products;2065
2018;1;6.01.2018;17;Automotive;5681
2018;1;6.01.2018;18;Iron & Steel Scrap;657
2018;1;6.01.2018;19;Waste & Nonferrous Scrap;1970
2018;1;6.01.2018;20;All Other Carloads;1165
2018;1;6.01.2018;C;Containers;37439
2018;1;6.01.2018;T;Trailers;1804
2017;52;30.12.2017;01;Grain;1703
2017;52;30.12.2017;02;Farm Products (ex. Grain);215
2017;52;30.12.2017;03;Metallic ores;633
2017;52;30.12.2017;04;Coal;11858
2017;52;30.12.2017;05;Crushed Stone, Sand & Gravel;1949
2017;52;30.12.2017;06;Phosphate Rock;2693
2017;52;30.12.2017;07;Grain Mill Products;1699
2017;52;30.12.2017;08;Food Products;1580
2017;52;30.12.2017;09;Primary Forest Products;393
2017;52;30.12.2017;10;Lumber & Wood Products;773
2017;52;30.12.2017;11;Pulp & Paper Products;2762
2017;52;30.12.2017;12;Chemicals;8369
2017;52;30.12.2017;13;Petroleum & Petroleum Products;2532
2017;52;30.12.2017;14;Stone, Clay & Glass Products;1738
2017;52;30.12.2017;15;Coke;999
2017;52;30.12.2017;16;Primary Metal Products;2009
2017;52;30.12.2017;17;Automotive;5239
2017;52;30.12.2017;18;Iron & Steel Scrap;764
2017;52;30.12.2017;19;Waste & Nonferrous Scrap;1980
2017;52;30.12.2017;20;All Other Carloads;588
2017;52;30.12.2017;C;Containers;38691
2017;52;30.12.2017;T;Trailers;1653
2017;51;23.12.2017;01;Grain;2654
2017;51;23.12.2017;02;Farm Products (ex. Grain);240
2017;51;23.12.2017;03;Metallic ores;821
2017;51;23.12.2017;04;Coal;17803
2017;51;23.12.2017;05;Crushed Stone, Sand & Gravel;4534
2017;51;23.12.2017;06;Phosphate Rock;3032
2017;51;23.12.2017;07;Grain Mill Products;1923
2017;51;23.12.2017;08;Food Products;2259
2017;51;23.12.2017;09;Primary Forest Products;499
2017;51;23.12.2017;10;Lumber & Wood Products;1065
2017;51;23.12.2017;11;Pulp & Paper Products;2888
2017;51;23.12.2017;12;Chemicals;10339
2017;51;23.12.2017;13;Petroleum & Petroleum Products;2991
2017;51;23.12.2017;14;Stone, Clay & Glass Products;2228
2017;51;23.12.2017;15;Coke;1094
2017;51;23.12.2017;16;Primary Metal Products;2771
2017;51;23.12.2017;17;Automotive;8554
2017;51;23.12.2017;18;Iron & Steel Scrap;1201
2017;51;23.12.2017;19;Waste & Nonferrous Scrap;2538
2017;51;23.12.2017;20;All Other Carloads;850
2017;51;23.12.2017;C;Containers;51248
2017;51;23.12.2017;T;Trailers;2685
2017;50;16.12.2017;01;Grain;3242
2017;50;16.12.2017;02;Farm Products (ex. Grain);280
2017;50;16.12.2017;03;Metallic ores;799
2017;50;16.12.2017;04;Coal;16978
2017;50;16.12.2017;05;Crushed Stone, Sand & Gravel;3662
2017;50;16.12.2017;06;Phosphate Rock;3345
2017;50;16.12.2017;07;Grain Mill Products;1851
2017;50;16.12.2017;08;Food Products;2067
2017;50;16.12.2017;09;Primary Forest Products;581
2017;50;16.12.2017;10;Lumber & Wood Products;1081
2017;50;16.12.2017;11;Pulp & Paper Products;2671
2017;50;16.12.2017;12;Chemicals;10800
2017;50;16.12.2017;13;Petroleum & Petroleum Products;3084
2017;50;16.12.2017;14;Stone, Clay & Glass Products;2124
2017;50;16.12.2017;15;Coke;799
2017;50;16.12.2017;16;Primary Metal Products;2320
2017;50;16.12.2017;17;Automotive;9747
2017;50;16.12.2017;18;Iron & Steel Scrap;1139
2017;50;16.12.2017;19;Waste & Nonferrous Scrap;2402
2017;50;16.12.2017;20;All Other Carloads;1199
2017;50;16.12.2017;C;Containers;52033
2017;50;16.12.2017;T;Trailers;3001
2017;49;9.12.2017;01;Grain;2332
2017;49;9.12.2017;02;Farm Products (ex. Grain);274
2017;49;9.12.2017;03;Metallic ores;1007
2017;49;9.12.2017;04;Coal;17351
2017;49;9.12.2017;05;Crushed Stone, Sand & Gravel;4952
2017;49;9.12.2017;06;Phosphate Rock;3069
2017;49;9.12.2017;07;Grain Mill Products;1943
2017;49;9.12.2017;08;Food Products;2103
2017;49;9.12.2017;09;Primary Forest Products;674
2017;49;9.12.2017;10;Lumber & Wood Products;992
2017;49;9.12.2017;11;Pulp & Paper Products;2535
2017;49;9.12.2017;12;Chemicals;10564
2017;49;9.12.2017;13;Petroleum & Petroleum Products;3382
2017;49;9.12.2017;14;Stone, Clay & Glass Products;2355
2017;49;9.12.2017;15;Coke;549
2017;49;9.12.2017;16;Primary Metal Products;2331
2017;49;9.12.2017;17;Automotive;9307
2017;49;9.12.2017;18;Iron & Steel Scrap;1050
2017;49;9.12.2017;19;Waste & Nonferrous Scrap;2633
2017;49;9.12.2017;20;All Other Carloads;1455
2017;49;9.12.2017;C;Containers;53012
2017;49;9.12.2017;T;Trailers;3127
2017;48;2.12.2017;01;Grain;2826
2017;48;2.12.2017;02;Farm Products (ex. Grain);231
2017;48;2.12.2017;03;Metallic ores;855
2017;48;2.12.2017;04;Coal;18139
2017;48;2.12.2017;05;Crushed Stone, Sand & Gravel;5377
2017;48;2.12.2017;06;Phosphate Rock;3214
2017;48;2.12.2017;07;Grain Mill Products;2037
2017;48;2.12.2017;08;Food Products;2003
2017;48;2.12.2017;09;Primary Forest Products;493
2017;48;2.12.2017;10;Lumber & Wood Products;1119
2017;48;2.12.2017;11;Pulp & Paper Products;2892
2017;48;2.12.2017;12;Chemicals;10239
2017;48;2.12.2017;13;Petroleum & Petroleum Products;3061
2017;48;2.12.2017;14;Stone, Clay & Glass Products;2479
2017;48;2.12.2017;15;Coke;689
2017;48;2.12.2017;16;Primary Metal Products;2184
2017;48;2.12.2017;17;Automotive;9694
2017;48;2.12.2017;18;Iron & Steel Scrap;1062
2017;48;2.12.2017;19;Waste & Nonferrous Scrap;2945
2017;48;2.12.2017;20;All Other Carloads;1023
2017;48;2.12.2017;C;Containers;51221
2017;48;2.12.2017;T;Trailers;3144
2017;47;25.11.2017;01;Grain;2067
2017;47;25.11.2017;02;Farm Products (ex. Grain);345
2017;47;25.11.2017;03;Metallic ores;679
2017;47;25.11.2017;04;Coal;13355
2017;47;25.11.2017;05;Crushed Stone, Sand & Gravel;3555
2017;47;25.11.2017;06;Phosphate Rock;2760
2017;47;25.11.2017;07;Grain Mill Products;1936
2017;47;25.11.2017;08;Food Products;2112
2017;47;25.11.2017;09;Primary Forest Products;369
2017;47;25.11.2017;10;Lumber & Wood Products;994
2017;47;25.11.2017;11;Pulp & Paper Products;2695
2017;47;25.11.2017;12;Chemicals;8932
2017;47;25.11.2017;13;Petroleum & Petroleum Products;2827
2017;47;25.11.2017;14;Stone, Clay & Glass Products;1810
2017;47;25.11.2017;15;Coke;1022
2017;47;25.11.2017;16;Primary Metal Products;1848
2017;47;25.11.2017;17;Automotive;8084
2017;47;25.11.2017;18;Iron & Steel Scrap;759
2017;47;25.11.2017;19;Waste & Nonferrous Scrap;2189
2017;47;25.11.2017;20;All Other Carloads;883
2017;47;25.11.2017;C;Containers;48287
2017;47;25.11.2017;T;Trailers;2116
2017;46;18.11.2017;01;Grain;2732
2017;46;18.11.2017;02;Farm Products (ex. Grain);272
2017;46;18.11.2017;03;Metallic ores;1199
2017;46;18.11.2017;04;Coal;16938
2017;46;18.11.2017;05;Crushed Stone, Sand & Gravel;4955
2017;46;18.11.2017;06;Phosphate Rock;2716
2017;46;18.11.2017;07;Grain Mill Products;2087
2017;46;18.11.2017;08;Food Products;1911
2017;46;18.11.2017;09;Primary Forest Products;504
2017;46;18.11.2017;10;Lumber & Wood Products;1155
2017;46;18.11.2017;11;Pulp & Paper Products;2556
2017;46;18.11.2017;12;Chemicals;9842
2017;46;18.11.2017;13;Petroleum & Petroleum Products;2568
2017;46;18.11.2017;14;Stone, Clay & Glass Products;2353
2017;46;18.11.2017;15;Coke;830
2017;46;18.11.2017;16;Primary Metal Products;2070
2017;46;18.11.2017;17;Automotive;9498
2017;46;18.11.2017;18;Iron & Steel Scrap;1058
2017;46;18.11.2017;19;Waste & Nonferrous Scrap;2640
2017;46;18.11.2017;20;All Other Carloads;1601
2017;46;18.11.2017;C;Containers;53703
2017;46;18.11.2017;T;Trailers;2240
2017;45;11.11.2017;01;Grain;2842
2017;45;11.11.2017;02;Farm Products (ex. Grain);297
2017;45;11.11.2017;03;Metallic ores;984
2017;45;11.11.2017;04;Coal;15144
2017;45;11.11.2017;05;Crushed Stone, Sand & Gravel;5367
2017;45;11.11.2017;06;Phosphate Rock;2645
2017;45;11.11.2017;07;Grain Mill Products;2037
2017;45;11.11.2017;08;Food Products;2310
2017;45;11.11.2017;09;Primary Forest Products;491
2017;45;11.11.2017;10;Lumber & Wood Products;1211
2017;45;11.11.2017;11;Pulp & Paper Products;2506
2017;45;11.11.2017;12;Chemicals;10090
2017;45;11.11.2017;13;Petroleum & Petroleum Products;3081
2017;45;11.11.2017;14;Stone, Clay & Glass Products;2459
2017;45;11.11.2017;15;Coke;895
2017;45;11.11.2017;16;Primary Metal Products;2097
2017;45;11.11.2017;17;Automotive;9472
2017;45;11.11.2017;18;Iron & Steel Scrap;1120
2017;45;11.11.2017;19;Waste & Nonferrous Scrap;2789
2017;45;11.11.2017;20;All Other Carloads;836
2017;45;11.11.2017;C;Containers;52365
2017;45;11.11.2017;T;Trailers;2083
2017;44;4.11.2017;01;Grain;3302
2017;44;4.11.2017;02;Farm Products (ex. Grain);188
2017;44;4.11.2017;03;Metallic ores;772
2017;44;4.11.2017;04;Coal;16798
2017;44;4.11.2017;05;Crushed Stone, Sand & Gravel;5993
2017;44;4.11.2017;06;Phosphate Rock;2489
2017;44;4.11.2017;07;Grain Mill Products;1925
2017;44;4.11.2017;08;Food Products;1780
2017;44;4.11.2017;09;Primary Forest Products;592
2017;44;4.11.2017;10;Lumber & Wood Products;1210
2017;44;4.11.2017;11;Pulp & Paper Products;2651
2017;44;4.11.2017;12;Chemicals;9797
2017;44;4.11.2017;13;Petroleum & Petroleum Products;2881
2017;44;4.11.2017;14;Stone, Clay & Glass Products;2420
2017;44;4.11.2017;15;Coke;585
2017;44;4.11.2017;16;Primary Metal Products;2285
2017;44;4.11.2017;17;Automotive;9822
2017;44;4.11.2017;18;Iron & Steel Scrap;1021
2017;44;4.11.2017;19;Waste & Nonferrous Scrap;2738
2017;44;4.11.2017;20;All Other Carloads;1139
2017;44;4.11.2017;C;Containers;55324
2017;44;4.11.2017;T;Trailers;2000
2017;43;28.10.2017;01;Grain;3077
2017;43;28.10.2017;02;Farm Products (ex. Grain);225
2017;43;28.10.2017;03;Metallic ores;837
2017;43;28.10.2017;04;Coal;16203
2017;43;28.10.2017;05;Crushed Stone, Sand & Gravel;5469
2017;43;28.10.2017;06;Phosphate Rock;2435
2017;43;28.10.2017;07;Grain Mill Products;2163
2017;43;28.10.2017;08;Food Products;2091
2017;43;28.10.2017;09;Primary Forest Products;516
2017;43;28.10.2017;10;Lumber & Wood Products;1186
2017;43;28.10.2017;11;Pulp & Paper Products;2506
2017;43;28.10.2017;12;Chemicals;10031
2017;43;28.10.2017;13;Petroleum & Petroleum Products;2680
2017;43;28.10.2017;14;Stone, Clay & Glass Products;2309
2017;43;28.10.2017;15;Coke;735
2017;43;28.10.2017;16;Primary Metal Products;2694
2017;43;28.10.2017;17;Automotive;9558
2017;43;28.10.2017;18;Iron & Steel Scrap;1148
2017;43;28.10.2017;19;Waste & Nonferrous Scrap;2676
2017;43;28.10.2017;20;All Other Carloads;984
2017;43;28.10.2017;C;Containers;55351
2017;43;28.10.2017;T;Trailers;1995
2017;42;21.10.2017;01;Grain;3862
2017;42;21.10.2017;02;Farm Products (ex. Grain);188
2017;42;21.10.2017;03;Metallic ores;692
2017;42;21.10.2017;04;Coal;17209
2017;42;21.10.2017;05;Crushed Stone, Sand & Gravel;5709
2017;42;21.10.2017;06;Phosphate Rock;3376
2017;42;21.10.2017;07;Grain Mill Products;2057
2017;42;21.10.2017;08;Food Products;2300
2017;42;21.10.2017;09;Primary Forest Products;571
2017;42;21.10.2017;10;Lumber & Wood Products;1087
2017;42;21.10.2017;11;Pulp & Paper Products;2421
2017;42;21.10.2017;12;Chemicals;9517
2017;42;21.10.2017;13;Petroleum & Petroleum Products;2746
2017;42;21.10.2017;14;Stone, Clay & Glass Products;2335
2017;42;21.10.2017;15;Coke;714
2017;42;21.10.2017;16;Primary Metal Products;2250
2017;42;21.10.2017;17;Automotive;9213
2017;42;21.10.2017;18;Iron & Steel Scrap;1091
2017;42;21.10.2017;19;Waste & Nonferrous Scrap;2738
2017;42;21.10.2017;20;All Other Carloads;1590
2017;42;21.10.2017;C;Containers;55681
2017;42;21.10.2017;T;Trailers;1940
2017;41;14.10.2017;01;Grain;2955
2017;41;14.10.2017;02;Farm Products (ex. Grain);214
2017;41;14.10.2017;03;Metallic ores;441
2017;41;14.10.2017;04;Coal;15805
2017;41;14.10.2017;05;Crushed Stone, Sand & Gravel;4956
2017;41;14.10.2017;06;Phosphate Rock;3305
2017;41;14.10.2017;07;Grain Mill Products;1957
2017;41;14.10.2017;08;Food Products;2167
2017;41;14.10.2017;09;Primary Forest Products;587
2017;41;14.10.2017;10;Lumber & Wood Products;1219
2017;41;14.10.2017;11;Pulp & Paper Products;2693
2017;41;14.10.2017;12;Chemicals;10212
2017;41;14.10.2017;13;Petroleum & Petroleum Products;2713
2017;41;14.10.2017;14;Stone, Clay & Glass Products;2335
2017;41;14.10.2017;15;Coke;807
2017;41;14.10.2017;16;Primary Metal Products;2365
2017;41;14.10.2017;17;Automotive;9020
2017;41;14.10.2017;18;Iron & Steel Scrap;1136
2017;41;14.10.2017;19;Waste & Nonferrous Scrap;2660
2017;41;14.10.2017;20;All Other Carloads;1181
2017;41;14.10.2017;C;Containers;57007
2017;41;14.10.2017;T;Trailers;2020
2017;40;7.10.2017;01;Grain;2906
2017;40;7.10.2017;02;Farm Products (ex. Grain);160
2017;40;7.10.2017;03;Metallic ores;169
2017;40;7.10.2017;04;Coal;16136
2017;40;7.10.2017;05;Crushed Stone, Sand & Gravel;5502
2017;40;7.10.2017;06;Phosphate Rock;3014
2017;40;7.10.2017;07;Grain Mill Products;1790
2017;40;7.10.2017;08;Food Products;2164
2017;40;7.10.2017;09;Primary Forest Products;495
2017;40;7.10.2017;10;Lumber & Wood Products;1226
2017;40;7.10.2017;11;Pulp & Paper Products;2937
2017;40;7.10.2017;12;Chemicals;9632
2017;40;7.10.2017;13;Petroleum & Petroleum Products;2578
2017;40;7.10.2017;14;Stone, Clay & Glass Products;2340
2017;40;7.10.2017;15;Coke;730
2017;40;7.10.2017;16;Primary Metal Products;2357
2017;40;7.10.2017;17;Automotive;8975
2017;40;7.10.2017;18;Iron & Steel Scrap;976
2017;40;7.10.2017;19;Waste & Nonferrous Scrap;2863
2017;40;7.10.2017;20;All Other Carloads;1446
2017;40;7.10.2017;C;Containers;56634
2017;40;7.10.2017;T;Trailers;1888
2017;39;30.09.2017;01;Grain;3179
2017;39;30.09.2017;02;Farm Products (ex. Grain);172
2017;39;30.09.2017;03;Metallic ores;541
2017;39;30.09.2017;04;Coal;15731
2017;39;30.09.2017;05;Crushed Stone, Sand & Gravel;5535
2017;39;30.09.2017;06;Phosphate Rock;3309
2017;39;30.09.2017;07;Grain Mill Products;2014
2017;39;30.09.2017;08;Food Products;1979
2017;39;30.09.2017;09;Primary Forest Products;612
2017;39;30.09.2017;10;Lumber & Wood Products;1106
2017;39;30.09.2017;11;Pulp & Paper Products;2708
2017;39;30.09.2017;12;Chemicals;9658
2017;39;30.09.2017;13;Petroleum & Petroleum Products;2427
2017;39;30.09.2017;14;Stone, Clay & Glass Products;2314
2017;39;30.09.2017;15;Coke;917
2017;39;30.09.2017;16;Primary Metal Products;2654
2017;39;30.09.2017;17;Automotive;8930
2017;39;30.09.2017;18;Iron & Steel Scrap;1473
2017;39;30.09.2017;19;Waste & Nonferrous Scrap;2379
2017;39;30.09.2017;20;All Other Carloads;1378
2017;39;30.09.2017;C;Containers;56020
2017;39;30.09.2017;T;Trailers;1878
2017;38;23.09.2017;01;Grain;1767
2017;38;23.09.2017;02;Farm Products (ex. Grain);151
2017;38;23.09.2017;03;Metallic ores;1167
2017;38;23.09.2017;04;Coal;14630
2017;38;23.09.2017;05;Crushed Stone, Sand & Gravel;4844
2017;38;23.09.2017;06;Phosphate Rock;2732
2017;38;23.09.2017;07;Grain Mill Products;1849
2017;38;23.09.2017;08;Food Products;2062
2017;38;23.09.2017;09;Primary Forest Products;461
2017;38;23.09.2017;10;Lumber & Wood Products;1207
2017;38;23.09.2017;11;Pulp & Paper Products;2898
2017;38;23.09.2017;12;Chemicals;10047
2017;38;23.09.2017;13;Petroleum & Petroleum Products;2557
2017;38;23.09.2017;14;Stone, Clay & Glass Products;2305
2017;38;23.09.2017;15;Coke;971
2017;38;23.09.2017;16;Primary Metal Products;2499
2017;38;23.09.2017;17;Automotive;8928
2017;38;23.09.2017;18;Iron & Steel Scrap;1263
2017;38;23.09.2017;19;Waste & Nonferrous Scrap;2822
2017;38;23.09.2017;20;All Other Carloads;1324
2017;38;23.09.2017;C;Containers;56955
2017;38;23.09.2017;T;Trailers;1689
2017;37;16.09.2017;01;Grain;2133
2017;37;16.09.2017;02;Farm Products (ex. Grain);113
2017;37;16.09.2017;03;Metallic ores;943
2017;37;16.09.2017;04;Coal;16722
2017;37;16.09.2017;05;Crushed Stone, Sand & Gravel;4666
2017;37;16.09.2017;06;Phosphate Rock;1049
2017;37;16.09.2017;07;Grain Mill Products;1894
2017;37;16.09.2017;08;Food Products;1877
2017;37;16.09.2017;09;Primary Forest Products;499
2017;37;16.09.2017;10;Lumber & Wood Products;986
2017;37;16.09.2017;11;Pulp & Paper Products;2353
2017;37;16.09.2017;12;Chemicals;8778
2017;37;16.09.2017;13;Petroleum & Petroleum Products;2816
2017;37;16.09.2017;14;Stone, Clay & Glass Products;2443
2017;37;16.09.2017;15;Coke;1037
2017;37;16.09.2017;16;Primary Metal Products;2467
2017;37;16.09.2017;17;Automotive;8063
2017;37;16.09.2017;18;Iron & Steel Scrap;1148
2017;37;16.09.2017;19;Waste & Nonferrous Scrap;2784
2017;37;16.09.2017;20;All Other Carloads;1376
2017;37;16.09.2017;C;Containers;48303
2017;37;16.09.2017;T;Trailers;1771
2017;36;9.09.2017;01;Grain;2220
2017;36;9.09.2017;02;Farm Products (ex. Grain);160
2017;36;9.09.2017;03;Metallic ores;919
2017;36;9.09.2017;04;Coal;16991
2017;36;9.09.2017;05;Crushed Stone, Sand & Gravel;4297
2017;36;9.09.2017;06;Phosphate Rock;3598
2017;36;9.09.2017;07;Grain Mill Products;1787
2017;36;9.09.2017;08;Food Products;2056
2017;36;9.09.2017;09;Primary Forest Products;454
2017;36;9.09.2017;10;Lumber & Wood Products;1190
2017;36;9.09.2017;11;Pulp & Paper Products;2690
